Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,94.690002,95.470001,94.099998,94.480003,91.171516,4913100
2020-01-08,94.489998,95.139999,93.470001,94.379997,91.075012,6123900
2020-01-15,94.830002,96.059998,94.559998,95.190002,91.856651,7459100
2020-01-22,95.320000,95.720001,92.959999,95.540001,92.194397,14313400
2020-01-29,96.230003,96.779999,94.150002,95.099998,91.769798,10001500
2020-02-05,96.629997,98.290001,95.739998,98.230003,94.790199,9917900
2020-02-12,98.339996,99.839996,96.940002,97.199997,93.796265,6865300
2020-02-19,97.360001,97.660004,87.459999,87.949997,84.870178,15866400
2020-02-26,88.589996,89.370003,83.050003,83.620003,80.691811,20500300
2020-03-04,86.699997,87.870003,80.529999,84.949997,84.949997,21821400
2020-03-11,83.279999,83.639999,69.180000,76.949997,76.949997,22294500
2020-03-18,73.699997,77.760002,70.230003,73.559998,73.559998,19189300
2020-03-25,75.540001,83.209999,74.269997,82.449997,82.449997,14584000
2020-04-01,81.010002,86.580002,80.419998,83.989998,83.989998,9569000
2020-04-08,84.709999,86.779999,83.910004,86.220001,86.220001,9327200
2020-04-15,84.720001,91.360001,84.230003,88.269997,88.269997,11983300
2020-04-22,89.290001,90.580002,87.550003,88.040001,88.040001,12020800
2020-04-29,87.339996,87.589996,82.970001,84.750000,84.750000,9750900
2020-05-06,85.379997,86.910004,83.940002,85.150002,85.150002,6884400
2020-05-13,85.480003,86.150002,82.699997,85.230003,85.230003,8864400
2020-05-20,85.739998,86.220001,83.510002,85.050003,85.050003,7813200
2020-05-27,84.239998,87.589996,83.250000,86.459999,86.459999,9965700
2020-06-03,85.550003,89.339996,84.940002,88.430000,88.430000,9073900
2020-06-10,88.559998,88.709999,83.400002,86.760002,86.760002,9554100
2020-06-17,89.190002,91.440002,88.970001,90.459999,90.459999,12123900
2020-06-24,89.959999,90.540001,86.089996,87.339996,87.339996,7180500
2020-07-01,87.470001,88.870003,87.040001,87.800003,87.800003,4347700
2020-07-08,87.699997,88.440002,85.930000,87.470001,87.470001,6027400
2020-07-15,87.849998,89.029999,85.860001,86.019997,86.019997,8024000
2020-07-22,86.800003,86.900002,83.809998,84.010002,84.010002,10068900
2020-07-29,84.000000,84.739998,81.559998,84.150002,84.150002,10242100
2020-08-05,84.209999,84.370003,82.110001,82.430000,82.430000,6669200
2020-08-12,84.500000,87.110001,84.410004,85.629997,85.629997,9649900
2020-08-19,86.510002,87.320000,85.300003,86.449997,86.449997,6915800
2020-08-26,86.430000,88.230003,85.839996,86.870003,86.870003,9473900
2020-09-02,87.800003,89.230003,85.440002,87.330002,87.330002,6645200
2020-09-09,88.400002,91.970001,88.220001,91.000000,91.000000,7098800
2020-09-16,92.269997,92.269997,88.330002,88.919998,88.919998,13807500
2020-09-23,88.580002,88.690002,85.849998,87.040001,87.040001,9013800
2020-09-30,87.290001,88.489998,86.330002,86.449997,86.449997,10275300
2020-10-07,86.029999,88.910004,85.370003,87.430000,87.430000,7825600
2020-10-14,87.839996,87.919998,84.949997,85.690002,85.690002,6856800
2020-10-21,84.930000,85.209999,80.800003,80.949997,80.949997,9551100
2020-10-28,79.389999,81.760002,77.040001,81.050003,81.050003,8940300
2020-11-04,83.440002,85.779999,83.430000,84.250000,84.250000,11241200
2020-11-11,85.940002,87.050003,85.400002,86.519997,86.519997,6141800
2020-11-18,86.650002,88.430000,85.720001,88.300003,88.300003,14016500
2020-11-25,89.019997,90.930000,88.790001,90.720001,90.720001,12326200
2020-12-02,91.430000,92.099998,90.000000,91.209999,91.209999,6088500
2020-12-09,91.860001,92.669998,89.559998,89.970001,89.970001,8290900
2020-12-16,91.000000,92.699997,87.410004,88.180000,88.180000,11771600
2020-12-23,88.720001,93.680000,88.139999,93.349998,93.349998,6385300
2020-12-30,94.129997,95.040001,93.970001,94.360001,94.360001,1889600
