Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,94.235367,97.325363,94.235367,96.406548,93.723808,17909619
2020-01-08,96.362495,97.262428,95.103836,95.368156,92.714310,22947862
2020-01-15,95.431091,97.879166,95.122719,97.212082,94.506927,25771197
2020-01-22,97.155441,97.583389,93.171806,96.198868,93.521912,33768474
2020-01-29,96.865952,97.048454,94.159851,96.286972,93.607567,33904017
2020-02-05,97.356827,99.710510,96.538704,97.702957,94.984138,34622403
2020-02-12,97.640022,98.036499,94.625549,95.204529,92.555244,25316585
2020-02-19,95.374451,95.638763,87.130272,87.356827,85.330078,39797777
2020-02-26,88.231590,90.106987,79.194466,83.404655,81.469597,78093629
2020-03-04,84.606674,88.005035,70.805534,75.122719,73.379814,64846136
2020-03-11,72.888611,73.524231,52.114536,58.426682,57.071136,118749149
2020-03-18,54.021397,55.909378,43.436123,54.600376,53.333603,123883526
2020-03-25,55.305222,66.073006,54.298302,59.364380,57.987076,81938691
2020-04-01,56.312145,64.489998,48.049999,57.759998,56.419918,115458516
2020-04-08,58.349998,68.099998,57.900002,65.070000,63.560318,83222600
2020-04-15,65.000000,66.930000,61.230000,62.650002,61.196476,65322600
2020-04-22,64.320000,67.290001,62.500000,65.389999,63.872898,46106600
2020-04-29,67.349998,68.790001,57.570000,59.000000,57.631153,64880200
2020-05-06,59.299999,59.389999,56.330002,56.720001,55.404049,67457900
2020-05-13,56.090000,60.139999,51.130001,57.939999,56.595741,86930500
2020-05-20,58.709999,65.550003,57.689999,64.470001,63.532063,43103200
2020-05-27,67.000000,68.779999,62.560001,63.400002,62.477627,66846200
2020-06-03,64.500000,74.930000,64.440002,70.540001,69.513748,62124400
2020-06-10,70.139999,70.290001,62.439999,67.820000,66.833321,58141400
2020-06-17,68.000000,68.360001,63.930000,64.540001,63.601048,49371100
2020-06-24,63.990002,64.010002,58.939999,61.619999,60.723522,59790900
2020-07-01,61.779999,63.830002,60.939999,61.009998,60.122395,30009800
2020-07-08,60.880001,61.639999,58.060001,60.470001,59.590256,45241400
2020-07-15,62.349998,63.480000,60.820000,63.049999,62.132717,39594300
2020-07-22,62.599998,64.330002,59.750000,61.000000,60.112541,41167000
2020-07-29,60.700001,60.990002,55.730000,57.509998,56.673317,51533900
2020-08-05,57.849998,66.150002,57.700001,64.260002,63.325115,44366500
2020-08-12,65.129997,65.139999,62.029999,62.099998,61.196537,33044100
2020-08-19,62.020000,62.910000,59.639999,60.950001,60.510345,36196400
2020-08-26,60.639999,63.570000,59.990002,60.680000,60.242294,56155500
2020-09-02,61.000000,63.200001,58.820000,59.250000,58.822609,33337300
2020-09-09,59.770000,62.439999,58.889999,61.439999,60.996811,39629900
2020-09-16,61.240002,64.010002,58.930000,59.790001,59.358715,46478700
2020-09-23,59.820000,60.880001,56.340000,57.599998,57.184509,38792100
2020-09-30,57.610001,60.580002,56.509998,58.450001,58.028381,35880200
2020-10-07,59.310001,61.330002,58.529999,59.520000,59.090660,27620600
2020-10-14,59.279999,62.669998,58.919998,61.240002,60.798256,33761500
2020-10-21,60.419998,63.790001,56.439999,56.529999,56.122227,40884600
2020-10-28,55.200001,57.509998,51.919998,57.040001,56.628551,66845100
2020-11-04,57.360001,68.150002,56.139999,67.889999,67.400284,57338300
2020-11-11,67.650002,69.620003,63.270000,68.870003,68.373222,49313200
2020-11-18,69.669998,75.320000,68.199997,74.360001,74.360001,45934700
2020-11-25,73.550003,74.400002,71.209999,71.230003,71.230003,27754200
2020-12-02,71.190002,74.660004,70.690002,74.480003,74.480003,30872100
2020-12-09,74.470001,74.820000,70.099998,71.040001,71.040001,38990800
2020-12-16,71.150002,71.489998,67.779999,69.250000,69.250000,40580700
2020-12-23,69.790001,71.459999,69.589996,70.339996,70.339996,12679600
2020-12-30,70.500000,71.639999,70.339996,71.360001,71.360001,5015500
