Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,36.799999,36.860001,36.520000,36.560001,35.242279,191200
2020-01-08,36.480000,36.849998,36.209999,36.529999,35.213360,269700
2020-01-15,36.500000,36.730000,36.320000,36.480000,35.165161,159300
2020-01-22,36.599998,36.680000,35.279999,36.060001,34.760303,253600
2020-01-29,36.099998,36.130001,35.360001,35.919998,34.625343,385700
2020-02-05,36.060001,36.200001,35.889999,36.029999,34.731380,207000
2020-02-12,36.009998,36.360001,36.009998,36.330002,35.020573,203800
2020-02-19,36.400002,36.660000,35.400002,35.400002,34.124092,335100
2020-02-26,35.660000,36.439999,34.900002,36.279999,34.972370,559700
2020-03-04,36.330002,36.840000,35.060001,36.520000,35.203720,501200
2020-03-11,36.020000,36.570000,34.720001,36.380001,35.068768,1497300
2020-03-18,35.139999,36.060001,34.459999,36.060001,34.760303,1279400
2020-03-25,35.939999,36.230000,35.209999,35.570000,34.287960,736400
2020-04-01,35.330002,36.110001,34.930000,35.990002,34.692825,1244700
2020-04-08,35.730000,36.459999,35.630001,36.259998,34.953091,615900
2020-04-15,36.169998,36.380001,35.439999,36.049999,34.750660,1423100
2020-04-22,36.250000,36.869999,36.139999,36.709999,35.386871,736300
2020-04-29,36.939999,37.279999,36.389999,36.750000,35.425430,726700
2020-05-06,36.700001,37.200001,36.360001,36.750000,35.425430,489400
2020-05-13,36.700001,37.480000,36.419998,37.029999,35.695339,826000
2020-05-20,37.169998,37.450001,36.930000,37.040001,35.704979,500600
2020-05-27,36.959999,37.660000,36.580002,37.500000,36.148399,682500
2020-06-03,37.619999,38.259998,37.599998,37.939999,36.572540,619100
2020-06-10,38.080002,38.430000,37.250000,37.669998,36.312271,575100
2020-06-17,37.900002,38.389999,37.529999,37.950001,36.582180,669100
2020-06-24,38.299999,39.470001,38.060001,39.369999,37.950996,800300
2020-07-01,38.270000,38.570000,37.869999,37.970001,36.601460,701500
2020-07-08,38.169998,38.209999,37.500000,37.599998,37.599998,640600
2020-07-15,37.599998,37.610001,36.950001,36.950001,36.950001,596000
2020-07-22,36.930000,37.099998,36.509998,36.639999,36.639999,1455200
2020-07-29,36.720001,37.139999,36.360001,36.630001,36.630001,788300
2020-08-05,36.549999,36.900002,36.470001,36.619999,36.619999,675000
2020-08-12,36.860001,37.110001,36.759998,36.779999,36.779999,454200
2020-08-19,36.849998,37.180000,36.650002,37.139999,37.139999,479000
2020-08-26,37.099998,37.500000,36.470001,36.580002,36.580002,743100
2020-09-02,36.560001,37.080002,36.310001,36.759998,36.759998,1066100
2020-09-09,36.759998,37.439999,36.500000,37.080002,37.080002,597800
2020-09-16,37.150002,37.290001,36.820000,36.980000,36.980000,978900
2020-09-23,37.080002,37.080002,36.130001,36.939999,36.939999,1232500
2020-09-30,36.790001,37.119999,36.220001,36.959999,36.959999,914800
2020-10-07,36.680000,37.200001,36.680000,37.020000,37.020000,558800
2020-10-14,37.000000,37.189999,36.580002,36.860001,36.860001,461100
2020-10-21,36.939999,38.009998,36.939999,37.959999,37.959999,460600
2020-10-28,37.599998,38.419998,37.250000,38.310001,38.310001,376500
2020-11-04,38.369999,38.880001,38.200001,38.360001,38.360001,324200
2020-11-11,38.549999,38.799999,37.939999,38.119999,38.119999,397100
2020-11-18,38.509998,38.619999,38.080002,38.349998,38.349998,344900
2020-11-25,38.220001,38.419998,38.000000,38.259998,38.259998,241800
2020-12-02,38.290001,38.779999,38.110001,38.360001,38.360001,365800
2020-12-09,38.250000,38.639999,37.799999,38.619999,38.619999,634200
2020-12-16,38.669998,38.910000,38.369999,38.740002,38.740002,354000
2020-12-23,38.570000,38.830002,38.250000,38.520000,38.520000,238800
2020-12-30,38.900002,39.009998,38.840000,38.840000,38.840000,35400
