Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,74.650002,74.699997,72.660004,73.580002,70.839638,20268700
2020-01-08,72.500000,73.930000,71.599998,73.830002,71.080330,32074800
2020-01-15,73.989998,76.440002,73.940002,74.589996,71.812019,29168300
2020-01-22,74.160004,74.620003,69.360001,71.820000,69.145195,34372300
2020-01-29,72.110001,72.110001,66.790001,67.879997,65.792953,39806500
2020-02-05,68.779999,74.129997,68.559998,73.849998,71.579407,36429300
2020-02-12,74.680000,75.250000,70.269997,72.000000,69.786285,34553800
2020-02-19,72.309998,72.559998,64.089996,64.330002,62.352108,40437000
2020-02-26,64.650002,65.650002,57.099998,62.540001,60.617138,93561200
2020-03-04,66.599998,66.980003,59.060001,62.599998,60.675293,61714600
2020-03-11,61.220001,63.000000,52.209999,58.000000,56.216724,73469000
2020-03-18,54.349998,59.639999,52.040001,54.349998,52.678951,85551400
2020-03-25,54.400002,60.400002,52.279999,59.330002,57.505836,81782900
2020-04-01,57.750000,58.869999,54.070000,56.869999,55.121471,61221700
2020-04-08,57.330002,61.669998,56.849998,61.560001,59.667274,35973700
2020-04-15,60.650002,64.250000,59.450001,60.250000,58.397545,45165300
2020-04-22,60.790001,65.000000,60.080002,63.240002,61.295616,31968400
2020-04-29,63.520000,64.050003,58.939999,61.209999,59.824497,36985000
2020-05-06,63.430000,64.570000,60.259998,63.349998,61.916054,51186300
2020-05-13,63.279999,64.860001,60.340000,63.610001,62.170174,42088300
2020-05-20,64.099998,65.599998,62.730000,64.639999,63.176861,24000900
2020-05-27,64.970001,67.730003,63.849998,66.839996,65.327057,33347900
2020-06-03,67.139999,70.639999,65.949997,69.370003,67.799797,34683100
2020-06-10,69.580002,69.610001,61.820000,65.580002,64.095589,48972400
2020-06-17,66.000000,66.139999,63.279999,64.430000,62.971615,45611200
2020-06-24,63.810001,65.269997,62.330002,64.970001,63.499393,34312900
2020-07-01,64.970001,65.800003,63.639999,63.919998,62.473160,20861900
2020-07-08,63.799999,64.129997,60.549999,63.700001,62.258137,42355900
2020-07-15,63.950001,65.629997,63.490002,64.519997,63.059574,29709800
2020-07-22,64.110001,64.989998,62.110001,63.270000,61.837872,28998000
2020-07-29,63.459999,65.410004,62.290001,64.980003,64.005180,35790400
2020-08-05,65.540001,67.169998,63.650002,65.260002,64.280975,39142100
2020-08-12,65.830002,65.980003,64.050003,65.180000,64.202171,31068300
2020-08-19,65.389999,67.300003,63.189999,63.470001,62.517830,28753300
2020-08-26,63.119999,63.630001,59.950001,60.279999,59.375683,38864900
2020-09-02,60.299999,61.990002,59.279999,59.529999,58.636936,41106900
2020-09-09,59.689999,60.139999,56.990002,57.000000,56.144890,51056200
2020-09-16,57.200001,59.770000,56.099998,58.139999,57.267788,57921300
2020-09-23,58.160000,58.599998,56.110001,57.540001,56.676788,29683100
2020-09-30,57.639999,59.520000,56.919998,58.230000,57.356441,33735800
2020-10-07,58.599998,60.799999,58.560001,59.119999,58.233086,28161500
2020-10-14,58.939999,60.439999,57.910000,59.430000,58.538437,35789300
2020-10-21,58.619999,60.599998,58.110001,58.150002,57.277641,30884400
2020-10-28,57.360001,60.080002,55.360001,59.450001,59.054981,45673000
2020-11-04,61.250000,70.650002,60.230000,70.230003,69.763359,76522300
2020-11-11,70.099998,74.059998,66.650002,67.139999,66.693886,70111700
2020-11-18,67.500000,68.830002,65.180000,68.430000,67.975311,46354800
2020-11-25,68.330002,69.330002,67.080002,67.540001,67.091225,26075100
2020-12-02,67.550003,74.639999,67.449997,73.860001,73.369232,46285600
2020-12-09,74.379997,74.440002,68.800003,69.889999,69.425613,34315200
2020-12-16,69.150002,69.889999,67.059998,67.220001,66.773354,40082200
2020-12-23,67.529999,69.309998,67.489998,67.900002,67.448837,16249700
2020-12-30,68.080002,68.089996,67.430000,67.750000,67.299835,4967300
