Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,59.669998,60.020000,58.189999,58.389999,54.317101,6496200
2020-01-08,58.680000,59.480000,58.060001,59.230000,55.098503,6822500
2020-01-15,58.799999,61.049999,58.599998,59.950001,55.768288,6369900
2020-01-22,60.869999,61.110001,54.980000,55.509998,51.637989,10301300
2020-01-29,55.700001,55.810001,53.009998,54.970001,51.135658,8593600
2020-02-05,55.779999,55.869999,53.080002,53.849998,50.093781,6856300
2020-02-12,55.430000,55.509998,54.130001,54.419998,50.624020,4840300
2020-02-19,54.459999,54.759998,50.160000,50.430000,46.912338,10294200
2020-02-26,50.500000,50.660000,44.630001,48.759998,45.358822,27588500
2020-03-04,50.689999,51.520000,41.410000,45.799999,42.605293,22978000
2020-03-11,44.150002,44.610001,37.139999,41.790001,40.787300,23672800
2020-03-18,38.480000,42.450001,35.349998,42.169998,41.158180,19262500
2020-03-25,42.650002,46.639999,42.340000,45.560001,44.466843,17370200
2020-04-01,45.060001,47.189999,43.980000,45.730000,44.632763,16677500
2020-04-08,45.599998,48.950001,45.040001,47.990002,46.838539,9993300
2020-04-15,46.040001,48.150002,44.349998,44.630001,43.559158,13380900
2020-04-22,46.200001,47.630001,45.709999,46.959999,45.833252,8995100
2020-04-29,48.230000,49.180000,44.110001,44.250000,43.188274,11923000
2020-05-06,45.200001,47.000000,44.360001,44.990002,43.910522,8125700
2020-05-13,45.930000,52.459999,44.570000,51.820000,50.576641,15056400
2020-05-20,52.630001,52.950001,51.180000,51.459999,50.225277,7815700
2020-05-27,52.509998,56.150002,51.820000,55.750000,54.412346,12032400
2020-06-03,56.090000,58.389999,55.900002,57.750000,56.364357,12655900
2020-06-10,58.330002,58.910000,55.340000,57.450001,56.071556,13689100
2020-06-17,57.709999,58.009998,54.869999,56.919998,55.554272,10696700
2020-06-24,56.419998,56.790001,55.270000,56.180000,54.832027,8520400
2020-07-01,55.889999,57.540001,55.330002,56.910000,55.544514,9161500
2020-07-08,57.470001,60.900002,57.410000,60.840000,59.380219,12338000
2020-07-15,61.560001,62.790001,60.470001,61.310001,59.838943,10515500
2020-07-22,61.180000,62.650002,60.180000,61.279999,59.809658,7727500
2020-07-29,62.480000,62.939999,60.130001,61.860001,60.375744,11958000
2020-08-05,64.059998,65.199997,60.439999,61.349998,59.877979,11520300
2020-08-12,62.490002,63.709999,61.270000,63.580002,63.580002,9001600
2020-08-19,63.650002,63.759998,60.459999,61.040001,61.040001,7089300
2020-08-26,61.080002,62.520000,60.820000,62.209999,62.209999,8234800
2020-09-02,62.750000,62.779999,59.480000,60.869999,60.869999,7464400
2020-09-09,62.040001,66.550003,60.700001,65.430000,65.430000,12979600
2020-09-16,65.800003,65.980003,60.549999,61.410000,61.410000,11522500
2020-09-23,61.279999,61.900002,59.380001,60.209999,60.209999,11783100
2020-09-30,60.520000,61.349998,59.240002,59.610001,59.610001,10507300
2020-10-07,60.770000,63.139999,60.560001,61.070000,61.070000,11179700
2020-10-14,61.340000,61.459999,59.090000,59.580002,59.580002,7247700
2020-10-21,59.700001,61.009998,57.400002,57.950001,57.950001,8410400
2020-10-28,55.610001,59.410000,55.389999,58.820000,58.820000,13315300
2020-11-04,57.490002,63.689999,56.970001,62.709999,62.709999,12642300
2020-11-11,62.980000,63.540001,61.820000,63.259998,63.259998,7555900
2020-11-18,63.599998,67.910004,62.209999,67.650002,67.650002,7627200
2020-11-25,65.370003,67.650002,64.730003,67.510002,67.510002,9971000
2020-12-02,69.690002,74.059998,68.610001,72.889999,72.889999,12090800
2020-12-09,72.550003,76.459999,71.580002,76.190002,76.190002,12565800
2020-12-16,75.860001,77.639999,74.199997,75.290001,75.290001,8541800
2020-12-23,75.989998,77.250000,75.290001,76.129997,76.129997,3875600
2020-12-30,76.360001,76.389999,75.620003,75.989998,75.989998,1198200
