Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,53.270000,54.330002,52.950001,54.160000,53.020737,47924100
2020-01-08,53.939999,55.180000,53.700001,54.880001,53.725590,55748600
2020-01-15,54.880001,55.689999,54.680000,55.220001,54.299057,38896400
2020-01-22,55.410000,55.650002,52.630001,53.459999,52.568405,36269100
2020-01-29,53.779999,54.560001,52.279999,54.040001,53.138737,41055700
2020-02-05,54.669998,55.540001,54.189999,55.150002,54.230225,41974500
2020-02-12,55.549999,55.889999,55.009998,55.450001,54.525223,30703700
2020-02-19,55.590000,55.869999,50.799999,50.959999,50.110104,45207500
2020-02-26,51.310001,53.459999,47.900002,48.849998,48.035290,96160300
2020-03-04,49.849998,50.590000,44.660000,48.580002,47.769798,108255100
2020-03-11,46.810001,47.990002,39.709999,46.860001,46.078484,129685000
2020-03-18,43.669998,48.009998,42.560001,47.840000,47.042137,118444300
2020-03-25,47.099998,51.599998,45.480000,48.330002,47.523968,104482900
2020-04-01,46.549999,52.330002,46.040001,50.759998,49.913437,75623900
2020-04-08,50.980000,54.099998,50.880001,54.000000,53.099407,55601300
2020-04-15,53.209999,54.720001,51.119999,51.310001,50.693958,62575800
2020-04-22,52.029999,54.150002,51.450001,53.200001,52.561260,46877200
2020-04-29,53.950001,54.279999,51.099998,52.049999,51.425064,44415000
2020-05-06,52.430000,53.830002,51.700001,52.270000,51.642433,39073900
2020-05-13,52.430000,53.990002,50.860001,52.340000,51.711590,82831000
2020-05-20,53.090000,53.680000,52.080002,52.779999,52.146305,34992200
2020-05-27,53.000000,54.150002,52.570000,53.279999,52.640301,49548300
2020-06-03,53.330002,55.119999,52.630001,54.180000,53.529495,51466800
2020-06-10,54.500000,55.000000,50.910000,54.590000,53.934570,67197900
2020-06-17,53.029999,55.970001,51.320000,55.189999,54.527367,116404200
2020-06-24,55.119999,55.680000,53.540001,55.270000,54.606411,85518300
2020-07-01,54.689999,56.950001,54.680000,56.310001,55.633923,61877500
2020-07-08,56.630001,57.840000,55.990002,57.200001,56.513237,72366500
2020-07-15,57.419998,57.840000,54.689999,55.910000,55.472252,57039300
2020-07-22,55.700001,56.360001,55.200001,55.349998,54.916637,58707800
2020-07-29,55.560001,56.090000,54.330002,56.000000,55.561546,39760900
2020-08-05,56.320000,56.320000,54.139999,54.270000,53.845093,41692900
2020-08-12,54.520000,56.930000,53.660000,55.180000,54.747971,53409200
2020-08-19,55.580002,56.799999,54.730000,56.090000,55.650845,52597400
2020-08-26,56.340000,58.450001,56.060001,57.660000,57.208549,64900500
2020-09-02,57.720001,59.320000,54.869999,55.320000,54.886871,60900200
2020-09-09,56.160000,61.860001,55.860001,60.939999,60.462872,155207700
2020-09-16,61.119999,62.599998,59.000000,60.619999,60.145378,139232600
2020-09-23,60.110001,60.540001,58.290001,59.470001,59.004383,50142800
2020-09-30,59.520000,60.529999,58.509998,59.509998,59.044067,42331800
2020-10-07,59.770000,61.830002,59.639999,60.970001,60.492638,40420700
2020-10-14,61.349998,61.529999,59.389999,59.750000,59.522236,36526800
2020-10-21,59.340000,60.160000,56.529999,57.080002,56.862415,61438200
2020-10-28,56.270000,57.500000,55.139999,56.799999,56.583481,60411000
2020-11-04,58.000000,59.080002,56.150002,56.669998,56.453976,49084900
2020-11-11,57.060001,57.630001,56.099998,57.119999,56.902260,32797600
2020-11-18,57.119999,57.900002,55.560001,57.570000,57.350544,45700800
2020-11-25,57.720001,59.279999,57.150002,58.740002,58.516087,51008800
2020-12-02,58.290001,60.549999,58.139999,59.029999,58.804977,60147700
2020-12-09,58.889999,62.189999,58.799999,61.860001,61.624191,74337800
2020-12-16,61.869999,66.000000,61.849998,65.150002,64.901649,100515300
2020-12-23,65.260002,66.199997,64.220001,64.459999,64.214279,31105400
2020-12-30,64.800003,64.910004,64.349998,64.400002,64.154510,6192000
